Brand,Info,Price,IntPrice
ALIENWARE,"17 17.3"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 1 TB HDD & 128 GB SSD","£1,529.00",1529.0
GOOGLE,"Pixelbook 00124 12.3"" Intel® Core™ i7 2 in 1 Chromebook - 512 GB eMMC, Silver","£1,699.00",1699.0
MICROSOFT,"Surface Laptop 2 13.5"" Intel® Core™ i5 - 256 GB SSD, Platinum","£1,159.00",1159.0
HP,"Spectre 13.3"" Intel® Core™ i7 Laptop - 512 GB SSD, White","£1,399.00",1399.0
APPLE,"MacBook Air 13.3"" with Retina Display (2018) - 256 GB SSD, Gold","£1,399.00",1399.0
ASUS,"ROG Strix GL703GS 17.3"" Intel® Core™ i7 GTX 1070 Gaming Laptop - 1 TB HD & 512 GB SSD","£1,849.00",1849.0
ACER,"Swift 1 SF114-32 14"" Intel® Pentium™ Laptop - 128 GB SSD, Silver",£499.00,499.0
ASUS,"ROG Strix Scar II GL704 17.3"" Intel® Core™ i7 RTX 2070 Gaming Laptop - 1 TB HDD & 256 GB SSD","£2,199.00",2199.0
DELL,"XPS 13 13.3"" Intel® Core™ i7 Laptop - 512 GB SSD, Rose Gold","£1,549.00",1549.0
HP,"ENVY x360 15.6"" Intel® Core™ i7 2 in 1 - 1 TB HDD & 128 GB SSD, Silver","£1,349.00",1349.0
LENOVO,"330-14AST 14"" AMD A4 Laptop - 1 TB HDD, Black",£299.00,299.0
ASUS,"C423NA 14"" Intel® Celeron™ Chromebook - 32 GB eMMC, Black & Silver",£249.00,249.0
ACER,"Aspire 1 A114-31 14"" Intel® Celeron™ Laptop - 32 GB eMMC, Black",£199.00,199.0
HP,"OMEN 17-an159na 17.3"" Intel® Core™ i5 GTX 1050 Gaming Laptop - 1 TB & 128 GB SSD",£899.00,899.0
ACER,"Switch 3 12.2"" Intel® Pentium™ 2 in 1 - 128 GB eMMC, Black",£449.00,449.0
DELL,"Inspiron 15 5000 Intel® Core™ i5 Laptop - 2 TB HDD, Silver",£629.00,629.0
LENOVO,"Ideapad 330-14IGM 14"" Intel® Pentium® Laptop - 1 TB HDD, Grey",£299.00,299.0
ALIENWARE,"17 17.3"" Intel® Core™ i9 GTX 1080 Gaming Laptop - 1 TB HDD & 256 SSD","£2,819.00",2819.0
HP,"Pavillion 14-ce1509sa 14"" Intel® Core™ i3 Laptop - 128 GB SSD, White",£499.00,499.0
DELL,"XPS 13 13.3"" Intel® Core™ i7 Laptop - 1 TB SSD, Silver","£1,799.00",1799.0
APPLE,"MacBook 12"" - Space Grey (2017)","£1,125.00",1125.0
LENOVO,"IdeaPad 330-14IGM 14"" Intel® Pentium® Laptop - 1 TB HDD, Black",£299.00,299.0
LENOVO,"Ideapad 330S 14"" Intel® Core™ i7 Laptop -  256 GB SSD, Blue",£799.00,799.0
ACER,"Aspire 3 A315-53 15.6"" Intel® Core™ i3 Laptop - 256 GB SSD, Blue",£449.00,449.0
APPLE,"MacBook 12"" - Rose Gold (2017)","£1,499.00",1499.0
HP,"Pavilion 15-cw0598sa 15.6"" AMD Ryzen 3 Laptop - 128 GB SSD, Blue",£429.00,429.0
ALIENWARE,"15 15.6"" Intel® Core™ i5 GTX 1060 Gaming Laptop – 1 TB HDD & 256 GB SSD","£1,649.00",1649.0
HP,"ENVY x360 15.6"" Intel® Core™ i5 2 in 1 - 1 TB HDD & 128 GB SSD, Silver",£949.00,949.0
RAZER,"Blade 15.6"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 2 TB HDD & 256 GB SSD","£1,649.00",1649.0
ACER,"Swift 5 14"" Intel® Core™ i5 Laptop - 256 GB SSD, Gold",£679.00,679.0
ACER,"Predator Helios 300 15.6"" Intel® Core™ i5 GTX 1060 Gaming Laptop - 1 TB HDD & 128 GB SSD","£1,049.00",1049.0
LENOVO,"IdeaPad 330-14IGM 14"" Intel® Celeron® Laptop - 1 TB HDD, Black",£279.99,279.99
HP,"OMEN 15.6"" Intel® Core™ i7 GTX 1070 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,499.00",1499.0
ASUS,"ROG G703GX 17.3"" Intel® Core™ i7 RTX 2080 Gaming Laptop - 1 TB HDD & 512 GB SSD","£4,499.00",4499.0
LENOVO,"330-14AST 14"" AMD A4 Laptop - 1 TB HDD, Grey",£329.00,329.0
MICROSOFT,"Surface Book 2 15"" - 512 GB, Silver","£2,749.00",2749.0
HP,"14-ck0597sa 14"" Intel® Core™ i5 Laptop - 128 GB SSD, Gold",£499.00,499.0
APPLE,"MacBook Pro 15"" with Touch Bar - 512 GB SSD, Silver (2018)","£2,699.00",2699.0
LENOVO,"YOGA C930 13.9"" Intel® Core™ i7 2 in 1 - 512 GB SSD, Grey","£1,649.00",1649.0
LENOVO,"IdeaPad 330 15.6"" Intel® Core™ i5+ Laptop - 1 TB HDD, Black",£649.00,649.0
MICROSOFT,"Surface Laptop 2 13.5"" Intel® Core™ i5 - 256 GB SSD, Burgundy","£1,249.00",1249.0
LENOVO,"YOGA 730-15IWL 15.6"" Intel® Core™ i7 2 in 1 - 256 GB SSD, Grey","£1,449.00",1449.0
ASUS,"C223 11.6"" Intel® Celeron™ Chromebook - 32 GB eMMC, Silver",£249.99,249.99
ACER,"Nitro 5 15.6"" Intel® Core™ i5+ GTX 1050 Ti Gaming Laptop - 1 TB HDD",£799.00,799.0
LENOVO,"Ideapad 530s 14"" AMD Ryzen 7 Laptop - 256 GB SSD, Grey",£649.00,649.0
TOSHIBA,"Dynabook A55-E 15.6"" Intel® Core™ i7 Laptop - 2 TB HDD, Gold & White",£779.00,779.0
ACER,"Swift 3 15.6"" AMD Ryzen 5 Laptop - 256 GB SSD, Grey",£719.00,719.0
DELL,"G3 15 3579 15.6"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,199.00",1199.0
HP,"OMEN 17 17.3"" Intel® Core™ i5 GTX 1060 Gaming Laptop - 1 TB HDD & 128 SSD","£1,099.00",1099.0
HP,"ENVY x360 15.6"" Intel® Core™ i7 2 in 1 - 1 TB HDD & 128 GB SSD, Silver","£1,249.00",1249.0
ACER,"Aspire 3 A315-51 15.6"" Intel® Pentium® Gold Laptop - 1 TB HDD, Blue",£299.97,299.97
ACER,"Swift 3 14"" Intel® Core™ i7 Laptop - 256 GB SSD, Silver",£799.00,799.0
ALIENWARE,"M15 15.6"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 256 GB SSD","£1,599.00",1599.0
APPLE,"MacBook 12"" - Gold (2017)","£1,199.00",1199.0
HP,"Pavilion 13-an0506sa 13.3” Intel® Core™ i5 Laptop - 256 GB SSD, Silver",£699.00,699.0
DELL,"XPS 13 13.3"" Intel® Core™ i5 Laptop - 256 GB SSD, Silver","£1,399.00",1399.0
RAZER,"Blade Pro 17.3"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 2 TB HDD & 256 GB SSD","£1,819.00",1819.0
ACER,"Spin 5 SP513-52N 13.3"" Intel® Core™ i5 Laptop - 256 SSD, Grey",£749.00,749.0
LENOVO,"Legion Y530-15ICH 15.6"" Intel® Core™ i5 GTX 1050 Ti Gaming Laptop - 1 TB HDD & 128 GB SSD",£849.00,849.0
PC SPECIALIST,"Recoil II RT17 17.3"" Intel® Core™ i7 RTX 2060 Gaming Laptop - 1 TB HDD & 128 GB SSD","£1,499.00",1499.0
HP,"Pavillion 14-ce1507sa 14"" Intel® Core™ i3 Laptop - 128 GB SSD, Silver",£499.00,499.0
MSI,"GT75 Titan 8RG 17.3"" Intel® Core™ i7 GTX 1080 Gaming Laptop - 1 TB HDD & 256 GB SSD","£2,799.00",2799.0
PC SPECIALIST,"Recoil II RT17 XT 17.3"" Intel® Core™ i7 RTX 2070 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,799.00",1799.0
MICROSOFT,"Surface Laptop 2 13.5"" Intel® Core™ i7 - 256 GB, Platinum","£1,469.00",1469.0
MICROSOFT,"13.5"" Surface Laptop - Graphite Gold","£1,799.00",1799.0
LG,"GRAM i14Z980 14"" Intel® Core™ i7 Laptop - 256 GB SSD, Silver","£1,149.00",1149.0
HP,"OMEN 17-an155na 17.3"" Intel® Core™ i7 GTX 1070 Gaming Laptop - 1 TB HDD & 256 SSD","£1,599.00",1599.0
ALIENWARE,"M15 15.6"" Intel® Core™ i7 GTX 1070 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,999.00",1999.0
ACER,"Swift 5 14"" Intel® Core™ i7 Laptop - 256 GB SSD, Gold",£799.00,799.0
ACER,"Nitro 5 15.6"" AMD Ryzen 5 RX 560X Gaming Laptop - 1 TB HDD",£649.00,649.0
APPLE,"MacBook 12"" with Retina Display (2018) - 256 GB SSD, Gold","£1,249.00",1249.0
HP,"OMEN 15.6"" Intel® Core™ i5 GTX 1060 Gaming Laptop - 1 TB HDD & 128 GB SSD",£999.00,999.0
ACER,"Swift 3 SF315-41 15.6"" AMD Ryzen 7 Laptop - 256 GB SSD, Grey",£729.00,729.0
GIGABYTE,"Aorus X5 V8-CF1 15.6"" Intel® Core™ i7 GTX 1070 Gaming Laptop - 1 TB HDD & 512 GB SSD","£2,099.00",2099.0
ACER,"Predator Triton 700 15.6"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 256 GB SSD x 2","£1,999.00",1999.0
ASUS,"ROG Zephyrus GX501GI 15.6"" Intel® Core™ i7 GTX 1080 Gaming Laptop - 512 GB SSD","£2,399.00",2399.0
HP,"Pavilion 14-ce0593sa 14"" Intel® Pentium® Gold Laptop - 128 GB SSD, White & Gold",£429.00,429.0
ACER,"Aspire 3 A315-53 15.6"" Intel® Core™ i5 Laptop - 1 TB HDD, Black",£649.00,649.0
HP,"Spectre 13.3"" Intel® Core™ i5 Laptop - 256 GB SSD, White","£1,199.00",1199.0
HP,"Pavilion 14-ce1510sa 14"" Intel® Core™ i5 Laptop - 128 GB SSD, Silver",£799.00,799.0
ASUS,"ROG Zephyrus S G703GX 17.3"" Intel® Core™ i9 RTX 2080 Gaming Laptop - 1.5 TB SSD","£3,499.00",3499.0
HP,"OMEN 17-an152na 17.3"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 1 TB HDD & 256 SSD","£1,299.00",1299.0
ASUS,"Zenbook S UX391UA-EA028T 13.3"" Intel® Core™ i5 Laptop - 256 GB SSD, Blue","£1,099.99",1099.99
HP,"Pavillion 14-ce1508sa 14"" Intel® Core™ i3 Laptop - 128 GB SSD, Burgundy",£499.00,499.0
ALIENWARE,"15 15.6"" Intel® Core™ i9 GTX 1080 Gaming Laptop – 1 TB HDD & 512 GB SSD","£2,439.00",2439.0
ASUS,"ROG Strix Scar II GL704 17.3"" Intel® Core™ i7 RTX 2070 Gaming Laptop - 1 TB HDD & 512 GB SSD","£2,399.00",2399.0
HP,"Spectre x360 13.3"" Intel® Core™ i5 2 in 1 - 256 GB SSD, Ash Silver","£1,199.00",1199.0
ALIENWARE,"15 15.6"" Intel® Core™ i7 GTX 1070 Gaming Laptop – 1 TB HDD & 256 GB SSD","£1,699.00",1699.0
LENOVO,"YOGA C930 13.9"" Intel® Core™ i5 2 in 1 - 256 GB SSD, Grey","£1,449.00",1449.0
HP,"Spectre x360 13.3"" Intel® Core™ i7 2 in 1 - 1 TB SSD, Dark Silver","£1,799.00",1799.0
APPLE,"MacBook 12"" - Silver (2017)","£1,125.00",1125.0
DELL,"XPS 15 15.6"" Intel® Core™ i7 2 in 1 - 512 GB SSD, Silver","£2,299.00",2299.0
ACER,"Swift 7 4G 14"" Intel® Core™ i7 Laptop - 256 GB SSD, Black","£1,199.00",1199.0
HP,"Spectre x360 13.3"" Intel® Core™ i7 2 in 1 - 512 GB SSD, Dark Silver","£1,399.00",1399.0
GOOGLE,"Pixelbook 00123 12.3"" Intel® Core™ i5 2 in 1 Chromebook - 256 GB eMMC, Silver","£1,199.00",1199.0
DELL,"Inspiron 5580 15.6"" Intel® Core™ i5 Laptop - 256 GB SSD, Silver",£829.00,829.0
ASUS,"ROG Zephyrus S GX531GX 15.6"" Intel® Core™ i7 RTX 2080 Gaming Laptop - 512 GB SSD","£2,999.00",2999.0
HP,"ENVY 13-ah1507na 13.3"" Intel® Core™ i5 Laptop - 256 GB SSD, Silver","£1,049.00",1049.0
ACER,"Spin CP713-1WN 13.5"" Intel® Core™ i5 2 in 1 Chromebook - 128 GB eMMC, Silver",£899.00,899.0
ASUS,ROG Strix Intel® Core™ i7 GTX 1060 Gaming PC - 1 TB HDD & 256 GB SSD,"£1,349.00",1349.0
DELL,"G5 15.6"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 1 TB HDD & 512 GB SSD","£1,399.00",1399.0
PC SPECIALIST,"Recoil II RT17 RS 17.3"" Intel® Core™ i7 RTX 2060 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,599.00",1599.0
APPLE,"MacBook 12"" with Retina Display (2018) - 512 GB SSD, Gold","£1,549.00",1549.0
HP,"Pavilion 14-ce0594sa 14"" Intel® Pentium® Gold Laptop - 128 GB SSD, Silver",£429.00,429.0
ACER,"Aspire 3 A315-53 15.6"" Intel® Core™ i3 Laptop - 1 TB HDD, Black",£529.00,529.0
MSI,"Raider GE75 17.3"" Intel® Core™ i7 RTX 2060 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,899.00",1899.0
ASUS,"C523 Touch 15.6"" Intel® Pentium™ Chromebook - 64 GB eMMC, Silver",£449.99,449.99
ASUS,"Vivobook Pro N750UD 17.3"" Intel® Core™ i5 Laptop - 1 TB HDD & 128 GB SSD, Grey",£999.99,999.99
ALIENWARE,"17 17.3"" Intel® Core™ i7 GTX 1070 Gaming Laptop - 1 TB HDD & 256 SSD","£1,954.00",1954.0
PC SPECIALIST,"Recoil II RT15 15.6"" Intel® Core™ i7 RTX 2060 Gaming Laptop - 1 TB HDD & 128 GB SSD","£1,499.00",1499.0
MSI,"GF62 15.6"" Intel® Core™ i5 GTX 1050 Ti Gaming Laptop - 1 TB HDD & 128 GB SSD",£929.00,929.0
ACER,"Aspire 3 A315-53 15.6"" Intel® Core™ i3 Laptop - 256 GB SSD, Black",£449.00,449.0
ACER,"Predator Triton 500 15.6"" Intel® Core™ i7 RTX 2060 Gaming Laptop - 512 GB SSD","£1,799.00",1799.0
PC SPECIALIST,"Recoil II GT15 15.6"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 1 TB HDD & 128 GB SSD","£1,349.00",1349.0
APPLE,"MacBook 12"" - Space Grey (2017)","£1,440.00",1440.0
GIGABYTE,"AERO 15X V8 15.6"" Intel® Core™ i7 GTX 1070 Gaming Laptop - 512 GB SSD","£2,099.00",2099.0
ACER,"Swift 5 SF515-51T 15.6"" Intel® Core™ i7 Laptop - 256 GB SSD, Silver","£1,199.00",1199.0
ASUS,"ROG Strix II GL504 15.6"" Intel® Core™ i7 GTX 1070 Gaming Laptop - 512 GB SSD","£2,199.00",2199.0
HP,"14-ck0501sa 14"" Intel® Core™ i7 Laptop - 256 GB SSD, Silver",£849.00,849.0
PC SPECIALIST,"Recoil II RT15 RS 15.6"" Intel® Core™ i7 RTX 2060 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,549.00",1549.0
ACER,"Predator Triton 500 15.6"" Intel® Core™ i7 RTX 2080 Gaming Laptop - 512 GB SSD","£2,999.00",2999.0
ALIENWARE,"M15 15.6"" Intel® Core™ i7 GTX 1060 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,799.00",1799.0
PC SPECIALIST,"Recoil II RT15 XT 15.6"" Intel® Core™ i7 RTX 2070 Gaming Laptop - 1 TB HDD & 256 GB SSD","£1,749.00",1749.0
ASUS,"C523 15.6"" Intel® Celeron™ Chromebook - 64 GB eMMC, Silver",£349.99,349.99
